"","flight_date","flight_status","departure.airport","departure.timezone","departure.iata","departure.icao","departure.terminal","departure.gate","departure.delay","departure.scheduled","departure.estimated","departure.actual","departure.estimated_runway","departure.actual_runway","arrival.airport","arrival.timezone","arrival.iata","arrival.icao","arrival.terminal","arrival.gate","arrival.baggage","arrival.delay","arrival.scheduled","arrival.estimated","arrival.actual","arrival.estimated_runway","arrival.actual_runway","airline.name","airline.iata","airline.icao","flight.number","flight.iata","flight.icao","flight.codeshared","aircraft","live","flight.codeshared.airline_name","flight.codeshared.airline_iata","flight.codeshared.airline_icao","flight.codeshared.flight_number","flight.codeshared.flight_iata","flight.codeshared.flight_icao","aircraft.registration","aircraft.iata","aircraft.icao","aircraft.icao24"
"544","2019-12-01","landed","Adi Sumarmo","Asia/Jakarta","SOC","WARQ",NA,NA,NA,"2019-12-01T11:20:00+00:00","2019-12-01T11:20:00+00:00","2019-12-01T11:17:00+00:00","2019-12-01T11:26:00+00:00","2019-12-01T11:26:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U7",NA,"2019-12-01T12:35:00+00:00","2019-12-01T12:35:00+00:00","2019-12-01T12:27:00+00:00","2019-12-01T12:22:00+00:00","2019-12-01T12:22:00+00:00","Garuda Indonesia","GA","GIA","225","GA225","GIA225",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGPV","A333","A333","8A047A"
"545","2019-12-01","landed","Mutiara","Asia/Makassar","LBJ","WATO",NA,NA,NA,"2019-12-01T09:50:00+00:00","2019-12-01T09:50:00+00:00",NA,"2019-12-01T10:54:00+00:00","2019-12-01T10:54:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"04",NA,"2019-12-01T11:05:00+00:00","2019-12-01T11:05:00+00:00",NA,"2019-12-01T12:00:00+00:00","2019-12-01T12:00:00+00:00","Citilink","QG","CTV","633","QG633","CTV633",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGQH","A320","A320","8A04AB"
"546","2019-12-01","landed","Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","H2",37,"2019-12-01T10:10:00+00:00","2019-12-01T10:10:00+00:00","2019-12-01T10:47:00+00:00","2019-12-01T11:21:00+00:00","2019-12-01T11:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3U",NA,"U4",72,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T12:27:00+00:00","2019-12-01T12:08:00+00:00","2019-12-01T12:08:00+00:00","Firefly","FY","FFM","7385","FY7385","FFM7385",NA,NA,NA,"Malaysia Airlines","MH","MAS","717","MH717","MAS717",NA,NA,NA,NA
"547","2019-12-01","landed","Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","H2",37,"2019-12-01T10:10:00+00:00","2019-12-01T10:10:00+00:00","2019-12-01T10:47:00+00:00","2019-12-01T11:21:00+00:00","2019-12-01T11:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3U",NA,"U4",72,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T12:27:00+00:00","2019-12-01T12:08:00+00:00","2019-12-01T12:08:00+00:00","Garuda Indonesia","GA","GIA","9279","GA9279","GIA9279",NA,NA,NA,"Malaysia Airlines","MH","MAS","717","MH717","MAS717",NA,NA,NA,NA
"548","2019-12-01","landed","Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","H2",37,"2019-12-01T10:10:00+00:00","2019-12-01T10:10:00+00:00","2019-12-01T10:47:00+00:00","2019-12-01T11:21:00+00:00","2019-12-01T11:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3U",NA,"U4",72,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T12:27:00+00:00","2019-12-01T12:08:00+00:00","2019-12-01T12:08:00+00:00","Qatar Airways","QR","QTR","4987","QR4987","QTR4987",NA,NA,NA,"Malaysia Airlines","MH","MAS","717","MH717","MAS717",NA,NA,NA,NA
"549","2019-12-01","landed","Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","H2",37,"2019-12-01T10:10:00+00:00","2019-12-01T10:10:00+00:00","2019-12-01T10:47:00+00:00","2019-12-01T11:21:00+00:00","2019-12-01T11:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3U",NA,"U4",72,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T12:27:00+00:00","2019-12-01T12:08:00+00:00","2019-12-01T12:08:00+00:00","Malaysia Airlines","MH","MAS","717","MH717","MAS717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9MMXO","B738","B738","75020F"
"550","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,12,"2019-12-01T09:55:00+00:00","2019-12-01T09:55:00+00:00","2019-12-01T09:55:00+00:00","2019-12-01T10:11:00+00:00","2019-12-01T10:11:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U9",1,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T11:16:00+00:00","2019-12-01T11:10:00+00:00","2019-12-01T11:10:00+00:00","Bangkok Airways","PG","BKP","4371","PG4371","BKP4371",NA,NA,NA,"Garuda Indonesia","GA","GIA","641","GA641","GIA641",NA,NA,NA,NA
"551","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,12,"2019-12-01T09:55:00+00:00","2019-12-01T09:55:00+00:00","2019-12-01T09:55:00+00:00","2019-12-01T10:11:00+00:00","2019-12-01T10:11:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U9",1,"2019-12-01T11:15:00+00:00","2019-12-01T11:15:00+00:00","2019-12-01T11:16:00+00:00","2019-12-01T11:10:00+00:00","2019-12-01T11:10:00+00:00","Garuda Indonesia","GA","GIA","641","GA641","GIA641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T10:00:00+00:00","2019-12-01T10:00:00+00:00",NA,"2019-12-01T10:21:00+00:00","2019-12-01T10:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1",NA,"A5",NA,"2019-12-01T11:20:00+00:00","2019-12-01T11:20:00+00:00",NA,"2019-12-01T11:24:00+00:00","2019-12-01T11:24:00+00:00","Lion Air","JT","LNI","897","JT897","LNI897",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPU","B738","B738","8A0751"
"553","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T09:50:00+00:00","2019-12-01T09:50:00+00:00",NA,"2019-12-01T10:48:00+00:00","2019-12-01T10:48:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"09",NA,"2019-12-01T11:25:00+00:00","2019-12-01T11:25:00+00:00",NA,"2019-12-01T11:46:00+00:00","2019-12-01T11:46:00+00:00","Batik Air","ID","BTK","6289","ID6289","BTK6289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-12-01","landed","Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","H10",NA,"2019-12-01T10:20:00+00:00","2019-12-01T10:20:00+00:00",NA,"2019-12-01T11:18:00+00:00","2019-12-01T11:18:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"13",NA,"2019-12-01T11:30:00+00:00","2019-12-01T11:30:00+00:00",NA,"2019-12-01T12:07:00+00:00","2019-12-01T12:07:00+00:00","Malindo Air","OD","MXD","316","OD316","MXD316",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9MLNH","B739","B739","7502C4"
"555","2019-12-01","landed","Sjamsudin Noor","Asia/Makassar","BDJ","WAOO",NA,NA,NA,"2019-12-01T10:50:00+00:00","2019-12-01T10:50:00+00:00",NA,NA,NA,"Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"02",NA,"2019-12-01T11:30:00+00:00","2019-12-01T11:30:00+00:00",NA,"2019-12-01T11:28:00+00:00","2019-12-01T11:28:00+00:00","Citilink","QG","CTV","481","QG481","CTV481",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGLG","A320","A320","8A02FF"
"556","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T10:35:00+00:00","2019-12-01T10:35:00+00:00",NA,"2019-12-01T10:51:00+00:00","2019-12-01T10:51:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"08",NA,"2019-12-01T11:55:00+00:00","2019-12-01T11:55:00+00:00",NA,"2019-12-01T11:50:00+00:00","2019-12-01T11:50:00+00:00","Batik Air","ID","BTK","6263","ID6263","BTK6263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUW","A320","A320","8A063B"
"557","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","A3",2,"2019-12-01T11:20:00+00:00","2019-12-01T11:20:00+00:00","2019-12-01T11:22:00+00:00","2019-12-01T11:38:00+00:00","2019-12-01T11:38:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"14",NA,"2019-12-01T11:55:00+00:00","2019-12-01T11:55:00+00:00",NA,"2019-12-01T12:01:00+00:00","2019-12-01T12:01:00+00:00","Batik Air","ID","BTK","7154","ID7154","BTK7154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLUT","A320","A320","8A0638"
"558","2019-12-01","landed","Tullamarine","Australia/Melbourne","MEL","YMML","2","11",NA,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:21:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U3",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","2019-12-01T17:22:00+00:00","2019-12-01T17:15:00+00:00","2019-12-01T17:15:00+00:00","Myanmar Airways International","8M","MMA","4717","8M4717","MMA4717",NA,NA,NA,"Garuda Indonesia","GA","GIA","717","GA717","GIA717",NA,NA,NA,NA
"559","2019-12-01","landed","Tullamarine","Australia/Melbourne","MEL","YMML","2","11",NA,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:21:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U3",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","2019-12-01T17:22:00+00:00","2019-12-01T17:15:00+00:00","2019-12-01T17:15:00+00:00","Etihad Airways","EY","ETD","8157","EY8157","ETD8157",NA,NA,NA,"Garuda Indonesia","GA","GIA","717","GA717","GIA717",NA,NA,NA,NA
"560","2019-12-01","landed","Tullamarine","Australia/Melbourne","MEL","YMML","2","11",NA,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:21:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U3",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","2019-12-01T17:22:00+00:00","2019-12-01T17:15:00+00:00","2019-12-01T17:15:00+00:00","KLM","KL","KLM","4051","KL4051","KLM4051",NA,NA,NA,"Garuda Indonesia","GA","GIA","717","GA717","GIA717",NA,NA,NA,NA
"561","2019-12-01","landed","Tullamarine","Australia/Melbourne","MEL","YMML","2","11",NA,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:21:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U3",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","2019-12-01T17:22:00+00:00","2019-12-01T17:15:00+00:00","2019-12-01T17:15:00+00:00","Turkish Airlines","TK","THY","9375","TK9375","THY9375",NA,NA,NA,"Garuda Indonesia","GA","GIA","717","GA717","GIA717",NA,NA,NA,NA
"562","2019-12-01","landed","Tullamarine","Australia/Melbourne","MEL","YMML","2","11",NA,"2019-12-01T14:30:00+00:00","2019-12-01T14:30:00+00:00","2019-12-01T14:21:00+00:00","2019-12-01T14:35:00+00:00","2019-12-01T14:35:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U3",NA,"2019-12-01T17:45:00+00:00","2019-12-01T17:45:00+00:00","2019-12-01T17:22:00+00:00","2019-12-01T17:15:00+00:00","2019-12-01T17:15:00+00:00","Garuda Indonesia","GA","GIA","717","GA717","GIA717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGPV","A333","A333",NA
"563","2019-12-01","landed","Mohammad Bin Abdulaziz","Asia/Riyadh","MED","OEMA",NA,NA,30,"2019-12-01T23:20:00+00:00","2019-12-01T23:20:00+00:00","2019-12-01T23:50:00+00:00","2019-12-02T00:05:00+00:00","2019-12-02T00:05:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3U",NA,"U5",39,"2019-12-02T12:50:00+00:00","2019-12-02T12:50:00+00:00","2019-12-02T13:29:00+00:00","2019-12-02T13:24:00+00:00","2019-12-02T13:24:00+00:00","Garuda Indonesia","GA","GIA","961","GA961","GIA961",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGID","B77W","B77W","8A03A7"
"564","2019-12-01","landed","Supadio","Asia/Pontianak","PNK","WIOO",NA,"3",NA,"2019-12-01T11:30:00+00:00","2019-12-01T11:30:00+00:00",NA,"2019-12-01T11:43:00+00:00","2019-12-01T11:43:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1",NA,"A4",NA,"2019-12-01T13:00:00+00:00","2019-12-01T13:00:00+00:00",NA,"2019-12-01T12:53:00+00:00","2019-12-01T12:53:00+00:00","Lion Air","JT","LNI","713","JT713","LNI713",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLPO","B738","B738","8A05B1"
"565","2019-12-01","landed","Seoul (Incheon)","Asia/Seoul","ICN","RKSI","2","251",NA,"2019-12-01T10:35:00+00:00","2019-12-01T10:35:00+00:00","2019-12-01T10:26:00+00:00","2019-12-01T10:42:00+00:00","2019-12-01T10:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U4",4,"2019-12-01T15:45:00+00:00","2019-12-01T15:45:00+00:00","2019-12-01T15:49:00+00:00","2019-12-01T15:40:00+00:00","2019-12-01T15:40:00+00:00","Korean Air","KE","KAL","5627","KE5627","KAL5627",NA,NA,NA,"Garuda Indonesia","GA","GIA","879","GA879","GIA879",NA,NA,NA,NA
"566","2019-12-01","landed","Seoul (Incheon)","Asia/Seoul","ICN","RKSI","2","251",NA,"2019-12-01T10:35:00+00:00","2019-12-01T10:35:00+00:00","2019-12-01T10:26:00+00:00","2019-12-01T10:42:00+00:00","2019-12-01T10:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U4",4,"2019-12-01T15:45:00+00:00","2019-12-01T15:45:00+00:00","2019-12-01T15:49:00+00:00","2019-12-01T15:40:00+00:00","2019-12-01T15:40:00+00:00","Aeroflot","SU","AFL","4093","SU4093","AFL4093",NA,NA,NA,"Garuda Indonesia","GA","GIA","879","GA879","GIA879",NA,NA,NA,NA
"567","2019-12-01","landed","Seoul (Incheon)","Asia/Seoul","ICN","RKSI","2","251",NA,"2019-12-01T10:35:00+00:00","2019-12-01T10:35:00+00:00","2019-12-01T10:26:00+00:00","2019-12-01T10:42:00+00:00","2019-12-01T10:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U4",4,"2019-12-01T15:45:00+00:00","2019-12-01T15:45:00+00:00","2019-12-01T15:49:00+00:00","2019-12-01T15:40:00+00:00","2019-12-01T15:40:00+00:00","Garuda Indonesia","GA","GIA","879","GA879","GIA879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGPZ","A333","A333",NA
"568","2019-12-01","landed","Wolter Monginsidi","Asia/Makassar","KDI","WAWW",NA,NA,NA,"2019-12-01T10:35:00+00:00","2019-12-01T10:35:00+00:00",NA,"2019-12-01T10:43:00+00:00","2019-12-01T10:43:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1",NA,"A2",NA,"2019-12-01T12:25:00+00:00","2019-12-01T12:25:00+00:00",NA,"2019-12-01T12:09:00+00:00","2019-12-01T12:09:00+00:00","Lion Air","JT","LNI","729","JT729","LNI729",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLOM","B738","B738","8A0456"
"569","2019-12-01","landed","Mahmud Badaruddin Ii","Asia/Jakarta","PLM","WIPP","1","2",14,"2019-12-01T11:35:00+00:00","2019-12-01T11:35:00+00:00","2019-12-01T11:49:00+00:00","2019-12-01T12:05:00+00:00","2019-12-01T12:05:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U11",30,"2019-12-01T12:45:00+00:00","2019-12-01T12:45:00+00:00","2019-12-01T13:15:00+00:00","2019-12-01T13:10:00+00:00","2019-12-01T13:10:00+00:00","Garuda Indonesia","GA","GIA","109","GA109","GIA109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGMW","B738","B738","8A02D5"
"570","2019-12-01","landed","Sultan Syarif Kasim Ii","Asia/Jakarta","PKU","WIBB",NA,NA,NA,"2019-12-01T11:05:00+00:00","2019-12-01T11:05:00+00:00","2019-12-01T10:51:00+00:00","2019-12-01T11:01:00+00:00","2019-12-01T11:01:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U9",NA,"2019-12-01T12:55:00+00:00","2019-12-01T12:55:00+00:00","2019-12-01T12:46:00+00:00","2019-12-01T12:41:00+00:00","2019-12-01T12:41:00+00:00","Garuda Indonesia","GA","GIA","175","GA175","GIA175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGFU","B738","B738","8A03C6"
"571","2019-12-01","landed","Sultan Syarif Kasim Ii","Asia/Jakarta","PKU","WIBB",NA,NA,NA,"2019-12-01T11:55:00+00:00","2019-12-01T11:55:00+00:00",NA,"2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1",NA,"B1",NA,"2019-12-01T13:45:00+00:00","2019-12-01T13:45:00+00:00",NA,"2019-12-01T14:03:00+00:00","2019-12-01T14:03:00+00:00","Lion Air","JT","LNI","391","JT391","LNI391",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLFK","B739","B739","8A1822"
"572","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","A18",NA,"2019-12-01T12:20:00+00:00","2019-12-01T12:20:00+00:00","2019-12-01T12:18:00+00:00","2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U6",2,"2019-12-01T13:10:00+00:00","2019-12-01T13:10:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Etihad Airways","EY","ETD","8156","EY8156","ETD8156",NA,NA,NA,"Garuda Indonesia","GA","GIA","829","GA829","GIA829",NA,NA,NA,NA
"573","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","A18",NA,"2019-12-01T12:20:00+00:00","2019-12-01T12:20:00+00:00","2019-12-01T12:18:00+00:00","2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U6",2,"2019-12-01T13:10:00+00:00","2019-12-01T13:10:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Singapore Airlines","SQ","SIA","5569","SQ5569","SIA5569",NA,NA,NA,"Garuda Indonesia","GA","GIA","829","GA829","GIA829",NA,NA,NA,NA
"574","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","A18",NA,"2019-12-01T12:20:00+00:00","2019-12-01T12:20:00+00:00","2019-12-01T12:18:00+00:00","2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U6",2,"2019-12-01T13:10:00+00:00","2019-12-01T13:10:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Oman Air","WY","OMA","5829","WY5829","OMA5829",NA,NA,NA,"Garuda Indonesia","GA","GIA","829","GA829","GIA829",NA,NA,NA,NA
"575","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","A18",NA,"2019-12-01T12:20:00+00:00","2019-12-01T12:20:00+00:00","2019-12-01T12:18:00+00:00","2019-12-01T12:32:00+00:00","2019-12-01T12:32:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U6",2,"2019-12-01T13:10:00+00:00","2019-12-01T13:10:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Garuda Indonesia","GA","GIA","829","GA829","GIA829",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGME","B738","B738",NA
"576","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F54",NA,"2019-12-01T12:30:00+00:00","2019-12-01T12:30:00+00:00","2019-12-01T12:29:00+00:00","2019-12-01T12:42:00+00:00","2019-12-01T12:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U1",NA,"2019-12-01T13:15:00+00:00","2019-12-01T13:15:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Vistara","UK","VTI","8958","UK8958","VTI8958",NA,NA,NA,"Singapore Airlines","SQ","SIA","958","SQ958","SIA958",NA,NA,NA,NA
"577","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F54",NA,"2019-12-01T12:30:00+00:00","2019-12-01T12:30:00+00:00","2019-12-01T12:29:00+00:00","2019-12-01T12:42:00+00:00","2019-12-01T12:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U1",NA,"2019-12-01T13:15:00+00:00","2019-12-01T13:15:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Virgin Australia","VA","VOZ","5626","VA5626","VOZ5626",NA,NA,NA,"Singapore Airlines","SQ","SIA","958","SQ958","SIA958",NA,NA,NA,NA
"578","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","2","F54",NA,"2019-12-01T12:30:00+00:00","2019-12-01T12:30:00+00:00","2019-12-01T12:29:00+00:00","2019-12-01T12:42:00+00:00","2019-12-01T12:42:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U1",NA,"2019-12-01T13:15:00+00:00","2019-12-01T13:15:00+00:00","2019-12-01T13:12:00+00:00","2019-12-01T13:02:00+00:00","2019-12-01T13:02:00+00:00","Singapore Airlines","SQ","SIA","958","SQ958","SIA958",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9VSYI","B773","B773","76CF29"
"579","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","4","G16",9,"2019-12-01T11:50:00+00:00","2019-12-01T11:50:00+00:00","2019-12-01T11:59:00+00:00","2019-12-01T12:09:00+00:00","2019-12-01T12:09:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"13",NA,"2019-12-01T12:55:00+00:00","2019-12-01T12:55:00+00:00","2019-12-01T12:39:00+00:00","2019-12-01T12:39:00+00:00","2019-12-01T12:39:00+00:00","Indonesia AirAsia","QZ","AWQ","267","QZ267","AWQ267",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PK-AXR","A320","A320","8A02A8"
"580","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T10:50:00+00:00","2019-12-01T10:50:00+00:00",NA,"2019-12-01T10:58:00+00:00","2019-12-01T10:58:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"02",NA,"2019-12-01T12:15:00+00:00","2019-12-01T12:15:00+00:00",NA,"2019-12-01T11:57:00+00:00","2019-12-01T11:57:00+00:00","Citilink","QG","CTV","333","QG333","CTV333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGLK","A320","A320","8A0374"
"581","2019-12-01","landed","Singapore Changi","Asia/Singapore","SIN","WSSS","3","B6",5,"2019-12-01T12:00:00+00:00","2019-12-01T12:00:00+00:00","2019-12-01T12:05:00+00:00","2019-12-01T12:23:00+00:00","2019-12-01T12:23:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","2",NA,"14",NA,"2019-12-01T12:50:00+00:00","2019-12-01T12:50:00+00:00",NA,"2019-12-01T12:48:00+00:00","2019-12-01T12:48:00+00:00","Lion Air","JT","LNI","163","JT163","LNI163",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKLOF","B739","B739","8A03F7"
"582","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T10:55:00+00:00","2019-12-01T10:55:00+00:00","2019-12-01T10:51:00+00:00","2019-12-01T11:02:00+00:00","2019-12-01T11:02:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U11",NA,"2019-12-01T12:15:00+00:00","2019-12-01T12:15:00+00:00","2019-12-01T12:12:00+00:00","2019-12-01T12:07:00+00:00","2019-12-01T12:07:00+00:00","China Airlines","CI","CAL","9695","CI9695","CAL9695",NA,NA,NA,"Garuda Indonesia","GA","GIA","617","GA617","GIA617",NA,NA,NA,NA
"583","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T10:55:00+00:00","2019-12-01T10:55:00+00:00","2019-12-01T10:51:00+00:00","2019-12-01T11:02:00+00:00","2019-12-01T11:02:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","3",NA,"U11",NA,"2019-12-01T12:15:00+00:00","2019-12-01T12:15:00+00:00","2019-12-01T12:12:00+00:00","2019-12-01T12:07:00+00:00","2019-12-01T12:07:00+00:00","Garuda Indonesia","GA","GIA","617","GA617","GIA617",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKGML","B738","B738","8A0211"
"584","2019-12-01","landed","Hasanudin","Asia/Makassar","UPG","WAAA",NA,NA,NA,"2019-12-01T11:00:00+00:00","2019-12-01T11:00:00+00:00",NA,"2019-12-01T12:21:00+00:00","2019-12-01T12:21:00+00:00","Soekarno-Hatta International","Asia/Jakarta","CGK","WIII","1",NA,"A1",NA,"2019-12-01T12:20:00+00:00","2019-12-01T12:20:00+00:00",NA,"2019-12-01T13:19:00+00:00","2019-12-01T13:19:00+00:00","Lion Air","JT","LNI","795","JT795","LNI795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
